,tweet,label
67,tire body tired mind mess really want lay bed never get tired life,1
1761,want run away never come back ever,1
834,rather enemy slap face friend stab back,1
4183,zoom amp tiktok china american kid adult hook,0
7010,bring life talent gift unlike person,0
3232,crush anyone go kill,1
882,change two reason either learn enough want hurt enough,1
1347,scream inside smile outside,1
6995,five fix leave wo want miss second tune new episode fixmylife saturday owntv,0
5016,ca everything everyone something someone even lot someone,0
4912,know something good eager share,0
6086,thanks much party twitch love hang friend mayahiga adeptthebest malenatudi macawcaw,0
1162,wil could ever love girl scar,1
140,easy say fine somebody ask okay sometimes possible explain,1
7715,idea hire jeff goldblum calmly talk virus chill,0
2671,people always say stay strong kid easy,1
3547,great story people make mistake blinder sell sell sell product instead listen customer observe big problem pivot solve,0
4248,call funny snake hissterical,0
685,cut probably hand scissors,1
7718,want watch chernobyl miniseries thanks alexa deeply engross cher bull life,0
7150,invest subscribe today get vip daily principle wake iyanla alarm feature amp new content awakeningsapp iyanla iyanlavanzant fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening,0
5821,ca everything everyone something someone,0
8050,ironically great way fall asleep dream someone tell,0
6276,look step bro,0
8047,support nextforautism enter get draw future episode rickandmorty friend could meet creator justinroiland dan harmon tour production office la win merch bundle pickle rick include,0
6582,usually busy look behind ahead miss flow life pass right eye remember right blessing,0
2196,nobody,1
399,hide behind fake smile mask pain sometimes wish someone would look closely enough see break really inside,1
520,ca push though depression take close door shut world way know survive,1
819,officially do try want life come find continue treat like exist,1
4853,still sure feel,0
8133,beach body winter body plus flip flop,0
187,possible someone hurt repeatedly still care much,1
4824,update pm finish ngnl season paper,0
6217,platform people listen matter big many responsibility nobody murder color skin say name see face sign fuck petition blacklivesmatter,0
6823,first eliminate fear anger imbalance life move forward create change need world,0
6880,get daily powerful coach iyanla soothe voice new updated awakening app awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening positivethinking,0
5300,entire section bookshop call selfhelp need section call help others,0
5138,give live life mariashriver perfect person talk service leave world well shape find find bit optimism anywhere listen podcasts,0
7352,meant world love thanks thesimpsons,0
2330,people always talk get old think ll ever grow old ll probably kms,1
3253,want lay bathroom floor,1
2320,stop lying care,1
6707,remember damage destructive person behaves great cry heal correction,0
3005,book recs,1
5786,innovator one whose dream clearer reality tell crazy,0
4495,think find aesthetic,0
2782,never trust hope,1
1314,hurt ll never forget,1
1013,reason get bed go,1
3240,reject goth,1
723,tell something want piss probably best way piss,1
2732,care healthy feeling unhealthy feeling want,1
1962,shit night nobody awake,1
5805,leadership rank position hold leadership service give,0
4918,difficult conversation challenge reason require skill hard work effectively navigate opportunity step systematically impart skill people flourish work also personal life,0
6401,one get say go life create experience think thought,0
6180,kinda weird throw tfblade,0
821,feel butterfly tummy baby kicking,1
70,hate feeling like notlike someone care like belong somewhere anywhere,1
956,care drink smoke lot sex gay ugly fat believe god respect choice ll respect,1
6411,must eliminate tendency worry make commitment let worry go move,0
3495,dwight ignorant slut,1
7059,cry sadness fear confusion cleanse body spirit toxins cloud mind prevent accept truth,0
7944,fun fact movie buff original title star war new hope space squabble fresh dollop good vibe,0
7824,hard animal expert segment isolate home impossible conanathome,0
5064,would talk organizational psychologist author give take adammgrant everything one conversation go many directionsand learn much listen anywhere listen podcasts,0
2271,everything fine,1
8260,bernie sander joe biden run together love see america mandatory pm nap,0
3696,people invest worth usd bitclout account total market cap platform go either explode crash middle ground,0
3449,girl super pretty sit infront tell look really pretty today almost cry rough fucking week brighten day much,1
1157,smile wan na cry talk wan na quiet pretend happy,1
2148,sometimes wan na take extra pill hope wake,1
953,forgive someone easy able trust totally different story,1
3040,build hell gon na eat snack,1
5838,good leader inspires u confidence great leader inspires u confidence,0
146,sad tire want alone time really wish someone could talk care,1
3687,know aspire content creator community builder interested dc amp ecommerce,0
460,sad know anymore,1
4394,risky click day,0
3433,pant date park sound dope rn,1
3155,everyone sort blend big blur,1
6474,god resolve conflict handle problem resolve conflict task today stay god way,0
7646,record series psa swing state hope make laugh hope encourage hit poll november rd first florida,0
6493,whatever know must stop stop ready,0
5396,bos title leader people,0
6832,check college acceptance young black prince capital harlem prep way ho drsteveperry,0
7961,think kumail look ridiculous,0
4702,hit first smash event tomorrow ggc greninja saga,0
7200,many u want partner willing show u weave wear spanx everything fine,0
4355,quite black friday shop manage snag second firstedition tolkienthe silmarillion,0
2313,be ca sleep,1
127,think afraid happy whenever get happy something bad always happen,1
3954,best describe shift binge drink binge eating,0
1497,word replay mind matter,1
1472,tell suicide option make seem like,1
6422,dear god open mind heart receive love love guidance,0
5913,oh god internet funny place,0
1279,word word,1
3878,josh awesome awesome example someone crush tech joiner rather starter less talked amazing see pull,0
419,ever feel like cry life shit keep messing,1
3513,decide eat lunch mark zuckerberg decide lunch eat,0
4380,sad miss twitchcon happy get ochem exam today,0
1788,wish someone,1
4500,happy th birthday best boyfriend america chadsmeltz glad never old new adventure look forward many,0
3506,best startup idea week chrome extension pay,0
313,like pretend everything alright cause everybody else think fine sometimes forget,1
5348,explain rise donald trump,0
3579,ca good look interest look shaanvp,0
285,need someone understand unstable sometimes alone dangerous time exactly need,1
60,bad type cry night everyone asleep control hand mouth make sound,1
7592,coronavirus update click anything title coronavirus update,0
4023,plan bring tomorrow,0
3115,take shit personally fuck,1
5290,culture trust people ask take emails culture lack trust people ask include every email,0
5453,achieve chase dream instead competition,0
2350,deserve fault,1
1896,never get well,1
6403,get daily powerful coach iyanla soothe voice new updated awakening app awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples awakening,0
7896,gwyneth paltrow netflix series spend lot time tell put thing enough get,0
567,say okay much easy rather explain reason,1
2644,bf single,1
1907,deep really urge kill feel like talk someone nobody,1
7259,powerful effective affirmation require believe spiritual connection affirm destiny connection god,0
3066,due personal reason ignore,1
7545,popular demand release album write quarantine,0
4256,sir national girlfriend day year,0
6048,join fun among u session amp lots cool followup event tweetnita xqc adeptthebest morrison sliker others ad,0
92,make understand make anyone understand happen inside even explain,1
7410,one freudian slip year try hard penis mess,0
218,really need day reality day without people problem bullshit constantly run mind,1
5996,energy look justaminx,0
1603,look eye tell fine,1
3028,time spend napping waste,1
8072,butter fridge sherbet freezer scrooge first name ebeneezer leave jumprope contest,0
2281,tattoo even help still wan na die,1
5565,weak leader luxury look great leader honor look others,0
2600,mom call cut cut call slice,1
2299,always,1
6910,miss fixmylife last saturday night catch late episode dvr demand watch app online,0
6199,hey guy know current trend rank streamer twitch go ahead make date version use stream welcome,0
5617,ability group people remarkable thing hinge well people pull together team,0
2362,piece shit,1
2049,everything fine day come crash,1
1813,would care nothing,1
3814,anyone confirm true majority btc buy via tether,0
1396,people change expect person knew year,1
3976,change life tree,0
3247,whisper sex go back therapy,1
3525,thing bother ocd wife run list,0
4931,every clevel executive title reflect job description yet exactly chief executive officer need start fill role leader equip carry vision start change title,0
801,someone want part life bother save spot someone wo make effort stay,1
6941,love something people bless gift give,0
6176,family never think could make professional gamer right,0
3930,starbucks holy shit billion prepaid app free loan interest customer oh breakage aka free revenue without serve cup coffee get pay pay borrow customer baller,0
3291,need eat alone car,1
4287,excite finally able share accept position cardiac surgical icu nurse relocate home los angeles summer,0
3019,power source fear enough,1
6710,add think word deed destructive situation stand pray call light peace love divine,0
3726,love idea get people put buy michael jordan house turn museum mike,0
7905,parent two kid passionate gun safety really happy juddapatow help tell story find way see documentary,0
18,please expect always good kind love time ll cold thoughtless really hard understand,1
8135,ah summer beautiful time year explore everything offer,0
6400,affirm positive faithful attitude quickly bring good,0
6504,source light love within give power need keep try,0
2410,start think suicide way,1
5812,way move forward together gen mark welsh csaf,0
6966,lose love one end longterm relationship grief natural must honor stage grief emotion,0
831,people learn appreciate losing,1
1045,people go left stay forever,1
780,ca accept past wont support sure wo encourage future simply judge,1
1708,wonder feel perfect never achieve,1
7636,look like mike penny lock white suburban mortician vote,0
2267,ll lay another night,1
7002,invest subscribe today get vip daily principle wake iyanla alarm feature amp new content awakeningsapp iyanla iyanlavanzant fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyprinciples awakening,0
2463,,1
1257,need stop eating,1
1753,disappointment everyone,1
7443,wait everything bathroom reopen,0
3649,thesamparr take growth podcast step change,0
7763,record season finale podcast amyschumer week ago hope make laugh,0
2915,selfquarantining ever,1
1267,need lie,1
3589,go go legendary tweet start miami movement,0
1460,think look happy fine,1
2315,friendly reminder,1
1827,feel even care mean would nothing,1
4118,yo llama cure covid totally redeem,0
7939,fireman fight fire police officer fight cop moment drag offstage comedy club,0
5048,life learn different thing different people friend retail executive annieintuscany learn generosity spirit generosity want share listen anywhere get podcasts,0
1204,hate much,1
5175,people inspire people inspire,0
2019,tonight complete shit tho lol,1
3153,find new way enough,1
55,never really know stand people life one minute treat like something special nothing next,1
3896,also really really want idea,0
5733,one lead company run manage company lead people,0
5946,yo boburnham dmca listen music twitch stream,0
1082,shame girl believe fairytale magic struck reality demon mind fear never love kf,1
3740,could understand conversation trillionaire ah well,0
1889,make friend demon hope leave alone,1
2636,lose someone special yes aunt grace amp great noni,1
6202,happy birthday ludwigtwt,0
2612,even,1
888,anything want go look nice cause wonderful believe,1
2475,hate still,1
7863,lori loughlin wonder coronavirus get princeton kid,0
5190,relationship matter around u power inspire u keep go day want give one say need need keep go theinfinitegame couragetolead impacttheory tombilyeu,0
3817,microstrategy best bitcoin etf buy gbtc pay fee,0
3659,rappersproducers follow single dm,0
4515,four year ago fan girl dissecting brain dig hoodie icu nurse social medium manager teamdignitas,0
4569,happy veteransday serviceman woman include dad proud memory save puppers kitty indian ocean tsunami,0
6320,new updated awakening app free download upgrade vip subscription awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples awakening,0
973,guess say forever mean find someone well,1
1422,pain feel keep alive,1
104,painful say goodbye someone want let go painful ask someone stay know want leave,1
829,beware people talk shit friend chance talk,1
4134,coronavirus wreck india,0
3138,,1
575,matter good bad think life wake day thankful life someone else fight survive,1
1998,see live find,1
3521,make future self proud,0
3752,bitcoin let go tag person first get hooked bitcoin,0
1604,get tire,1
998,respect respect disrespect fuck,1
4336,let get bread,0
5850,intelligence strives know answer wisdom strives know answer matter,0
849,still look one person change life take look mirror,1
5134,bob chapman legendary ceo barrywehmiller create company people feel inspired safe fulfil mentor mine ask share thought leadership listen abitofoptimism,0
1546,numb pain,1
4681,lf cute girl bingewatch new oitnb,0
7682,know good publicist steel cut oat,0
5797,optimism ability focus go come,0
6019,suppose go live many minute ago ca stop watch mayahiga stream,0
1092,hurt ok use,1
3584,basically almost invented tiktok like time,0
8055,whistle blower testifies congress hope wear referee uniform,0
2527,shout ecsalinas tonight,1
542,hate people sit front movie amp take away foot rest,1
4572,completely heartbroken hear loss dennis dedicate passionate professional work time ow amaze friend supporter end wish go club chance,0
2394,choose life,1
3412,abortion woman right man say body body choice,1
7502,care win super bowl long tom brady,0
5651,employee opportunity inspire burden carry,0
3406,,1
3219,honor grateful go back bed,1
3807,dog bark doordash delivery guy drop order driver leave sure maltipoo think save family,0
3595,go miami june rdth recommendation stay eat look something nice amp chill live la vida loca friend around wan na meetup,0
4249,one weebs snuck waifu work orientation module,0
7252,spring time u awaken plant plant seed vision new action behavior,0
8018,isi choose new leader nice job linkedin,0
2231,hate life,1
590,dear life say day get bad rhetorical question challenge,1
4011,interview tailopez today ask,0
6301,oh,0
813,low battery low battery low battery well apparently enough battery remind every second,1
7341,go quit day drink start find attracted general insurance guy,0
2355,everyone like omg first time sex kinda sit first time sex consent,1
8187,go music shopping today find face hard decision make ghana conanghana,0
4754,excite move marvelous house california next month,0
7392,billburr finally back best harmonize tune tonight,0
5089,ability group people remarkable thing hinge well people pull together team,0
3836,think paulg accidentally predict bitcoin exactly year launch,0
8131,think back yard full firefly stand fast,0
6843,principle apply daily reap positive spiritual amp physical result truth order love faith amp patience,0
7543,spend new year eve cry alone since last year,0
2870,invent frozen yogurt,1
595,seem like people always want truth never want honest,1
912,time valuable waste ppl end worth ll never get back,1
4631,get spend last night two favorite people,0
1682,suicide,1
1587,wonder like feel alive,1
6874,self inquiry pop quiz deny want want sacrifice others fixmylife,0
3387,feel like priority anyone let alone,1
5074,movement impact must belong join lead,0
3473,get hip,1
3920,nerd ca stand election map map red blue really mislead map look red biden win popular vote nevada look red population vega,0
6264,saw spider day ruin,0
5683,spread thin excuse poor quality sign much need less,0
7734,much wood would woodchuck chuck woodchuck crossfit guess,0
7953,wait ferry seattle lone santa restroom making sad,0
8281,one think respect black hole privacy,0
7691,even crazy two speaking republican convention gun introduce,0
2780,podcast back soon able tolerate sound voice,1
3496,touch pass new asmr,0
4417,prekorean spa korean bbq,0
7373,ca make stuff preinternet phrase ever,0
2073,fuck anymore,1
2946,spoiler still enough,1
5084,big mean well good get big,0
2587,insecure bad,1
1239,invisible everyone,1
4597,immortal ceo nwhinston usc answer question esports industry career college student,0
89,ever write really long message halfway like know even care end deleting,1
1387,one blade day keep thought away,1
5058,great leader see great see human,0
1792,someone ask okay try hold back tear,1
7660,hair grow power,0
4969,pure way help service help come back around solution search reveal along way,0
6687,challenge may thing wait,0
4203,feline good,0
678,respect earn honesty appreciate loyalty return love gain,1
7420,nobody mean nobody like friend ohsnapjbsmoove favor spend first minute day listen new daily teamcoco podcast may elaborate daily wisdom jb smoove,0
8236,big part hop upcoming bill amp ted sequel two watch john wick constantly say whoa,0
6897,nothing life cause pain suffer judgment hold others,0
189,twitter one thing want everyone see time never want show anyone,1
2062,nobody ever need someone,1
417,depression really care anything anxiety care much think everything hell,1
584,best reason love person love person reason,1
4314,disappoint surprised people defend ignorant comment blm people use sexist slur undermine intersectionality important race class gender issue intertwine blacklivesmatter,0
5697,rt rickygervais window washer child hospital pittsburgh show best human nature,0
4596,gang mayweather mcgregor fight tayloremilyyy blackgate skipperr sheami,0
3125,excerpt milk fed,1
3801,sent newsletter subscriber clout kitchens work much make,0
6506,confusion experience brain shut barrage information come ca figure real unreal natural response perceive experience know well impossible,0
2176,grandpa make,1
5047,ask best finite think ask best u infinite think,0
4692,nalcs start two day see guy,0
1879,grandpa pass away,1
887,heaven gain angel today wish,1
6820,come next owntv iyanla fix life,0
2102,feel like shit lol,1
6616,thing simply must ponder heart heart answer get anywhere else,0
1378,school start anxiety peak,1
3297,do afraid say still afraid,1
7983,rudy giuliani rest face oh stitch patient car key inside,0
5895,efficiency drive number innovation drive passion number never justification restrain passion,0
7069,love come life give treat everyone regardless way treat,0
7109,divine power bone flow great effectiveness tissue muscle surround finetuned,0
5662,much start business affect change boil confidence courage simply try,0
6627,rush sunrise pay bring full moon everything happen suppose happen,0
4652,try get bed lcs dummy leg,0
3824,great thread first thing look product hook hook adoption,0
6436,surrender anger understand hate love universe respond bringing focus,0
3585,watch nadal spiritual experience,0
1735,wish dead,1
5479,leadership rank leadership choice new tedtalks,0
2224,shit night,1
7630,damn willienelson come podcast absolutely fantastic even listen episode like,0
646,conversation head real life,1
8199,happy father day anyone wear short belt,0
6838,create repeat behavior pattern feel comfortable whether productive,0
8184,hop new face tourism ghana call yet conanghana,0
1326,sorry exist,1
1094,work way wake one day say oh wan na happy happy believe try,1
7773,hear russell brand rustyrockets argue whether clear broth synthetic saliva best metaphor fame,0
3456,marry me,1
948,girlfriend ever feel like competition another girl,1
1752,come always fail,1
7062,get go something elsea well strong,0
6883,forgiveness open mind heart recognize heal opportunity show,0
3944,reverse holo charazard grantlafontaine,0
7598,new study claim people exercise likely depress especially lose presidential election,0
4429,fact frens first game pokemon yellow japanese thing understood pikachu smile hit never donate blood despite nurse weigh enough keep mini fridge yogurt room feed addiction,0
1309,yep important anyone need become first choice,1
7253,hold onto negativity hold onto pain anger guilt shame glue bind u situation want escape,0
5787,thank stellibelli share,0
5462,bad service receive fault,0
5833,curious congress fight tax rate large company avoid pay fair share keep billion offshore,0
3325,badly punish think,1
7632,much chaos happen right worry today many american forget celebrate mario lopez birthday,0
8068,people say touch celebrity butler put pant one leg time like everyone else,0
2139,must nice,1
7302,new mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife soothingmeditations peace healingmeditations,0
2590,one night need someone hug tell everything go okay,1
686,let hard time bring let make strong,1
1194,tire ca sleep,1
5146,make demand leader desire change system responsible action change start within u watch full conversation john maxwell,0
6396,trust belief get anything faith energy grows trust,0
3175,whatever,1
1843,wish could die right,1
4160,finance friend people trade stock base technical chart quote fibonnaci pattern amp say thing like see support ll go technical chart trading sh horseshit useful tool use fundamental analysisis,0
5638,leader wish,0
5144,desire necessary difficult conversation always know start david harris help guide hope podcast help others start uncomfortable conversation need right listen,0
1463,ugly always,1
4089,follow true story dryer break become man,0
1842,worry one miss,1
1249,brain ca shut,1
3043,feel confuse,1
2247,ya know,1
6859,come connect spirit essence life,0
1745,assignment due soon overthink procrastinate,1
7986,certain poetry thanksgiving even conservative conservative hesitate fist turkey,0
105,hate fact cry angry bad thing ever try act tough mean instead cry,1
7671,ever plane go hope would bravery step say worry everyone ll crash plane,0
5799,story jesus daily grind,0
3023,always look evidence suck,1
7752,billboard announce song summer sound spouse chew,0
7987,deal life,0
3266,people believe much terrifying,1
6492,god fix mess create god give u courage whatever need do rectify error,0
7170,subscribe today amp get new daily principle wake iyanla voice alarm feature awakeningsapp iyanla iyanlavanzant fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples liveyourbestlife awakening,0
5534,vision ability talk future clarity talk past,0
3431,would look much hotter lose weight boy say shit woman stick forever,1
5454,leader either impress depress people everyday gen mark welsh chief staff usaf,0
5831,couple live long single go business good partnership well go alone,0
7416,happy friend partner crime robert smigel check late slice sweet madness,0
1697,kill,1
4557,day thanksgiving week grateful baby sister minime player two life,0
3273,team people judge head household,1
8067,put leave airpod leave ear first try know gon na great day,0
81,type haha ca even smile act like happy want cry tell everyone okay,1
3415,every single person meet urge boop fuck nose,1
1686,wish prettier,1
4052,stanford afford caldbeckj happen major,0
492,ever randomly start cry hold emotion pretend happy way long,1
6919,iyanla offer affirmation spiritual warrior choose focus truth take iyanla daily anti viral message day originally air may,0
4222,love time merry belated christmas,0
2336,well threw good amount blood today,1
1742,mean would choose nothing much well,1
5177,thank everyone join book club yesterday miss catch full footage see next week part startwithwhy bookclubwithsimon,0
28,suck feel like good enough matter hard try,1
1823,one day ll miss,1
5923,overwhelmed thank everyone donate watched retweeted support anyway thank mod work day next day sort thru donos friend raid today holy shit love alveussanctuary lt,0
5561,invest people idea good idea often destroyed bad people good people always make bad idea well,0
3351,depwessed,1
3283,powerpoint presentation insecurity,1
3815,stock market turn checkmark shape recovery,0
5778,leader take credit thing go right willing accept responsibility thing go wrong,0
597,people mean live forever pass teach u lesson,1
6449,life frantic confusing complicate overwhelmingly burden well slow something miss,0
3561,min away world record pace run mile,0
2151,do nobody,1
5605,leader inspire action,0
5211,monday july be et conversation wonderful kenblanchard leadership modern day watch visit,0
7379,go old footage year late night surprise discover conan actually panda sanctuary live cam,0
2071,go back hospital thursday idk anxious wan na fucking die,1
250,im scar get close people think eventually walk life matter close everyone leaf,1
6968,love core live love ca help attract,0
6579,iyanla read wrong perception thich nhat hanh book how fight take iyanla daily anti viral message day originally air may,0
3511,free popup workshop viral content dickiebush nicolascole hour come,0
5539,star want see rise top leader want see around become star,0
4267,officially move day,0
4872,esports without bm,0
2400,nobody,1
3618,damn clip really really really make want one neurosity mind control thingies furqanr thesamparr,0
2906,fuck love cry forget love,1
7932,miss sleptwithapornstarandtriedtobuygreenland trump,0
4945,joy leadership come see others achieve think capable,0
1448,fake smile need fool,1
4600,come swing immortal booth caltopia wan na get dumpstered shroomed,0
5541,lie come end truth however last forever,0
1553,corner darkness,1
7276,best way ensure successful focus outcome focus direct powerful energy mind,0
3749,bitcoin either price high low ll find year,0
39,overthink lot sensitive clingy really try hard good enough sorry enough,1
8057,pro tip actually diet talk incessantly,0
2259,stable,1
1384,insomnia take,1
151,hurt like hell know need let go someone ca still wait impossible happen,1
3488,listen disturbed mean disturb,1
7853,solve toilet paper problem,0
7802,check first socially distant podcast interview hilarious nickkroll listen fail work equipment properly,0
6459,long hold path possibility block,0
49,growingupwithanxiety literally notice small change people treat overthink think everyone hate,1
4135,johnny call th grade say wanted intern u summer basically never go back school work year downside hang yr old beard maker lt hang,0
4217,volunteer vaccinate ya grandma,0
3623,think create course maven teach one skill help career power write get dream job tech back grow twitter follower month drive sale power writing,0
923,u try get day without fall apart,1
6500,wrong human lesson,0
3935,chemical formula dynamite,0
901,people say face problem problem say behind back,1
4671,get happy little surprise mail today,0
5029,find truth call james harding former director bbcnews founder editorinchief tortoise new news service uncover truth truth listen anywhere get podcasts,0
436,wake feeling glad dont want go back sleep stay way forever dont want wake want give,1
471,hide behind fake smile mask pain sometimes wish someone would look closely enough see break really inside,1
5140,one difficult necessary conversation need right child begin listen bit optimism difficult conversation david harris,0
3426,want cold already,1
1825,fake smile need fool,1
2989,selfsabotaging,1
6225,two type girls world one call daddy,0
299,ever randomly start cry hold emotion pretend happy way long,1
1771,stay destroy thing,1
6731,thankful yahooent share news celebration nearly ten year fixmylife tomorrow farewell special owntv,0
4026,love model xprize style call innovation think company rather try buildinvent thing,0
1525,hurtful word even mean may lead depression someone else,1
7153,iyanla read joy harjo conflict resolution holy being joy first native american poet laureate united state take iyanla daily anti viral message day originally air april,0
6709,get daily powerful coach iyanla soothe voice new updated awakening app awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening positivethinking,0
1931,ll end keep hurting,1
8024,open soul zach galifianakis podcast take dump,0
4384,omelette du fromage,0
6072,lay foundation entertainment loveorhost girl cry come lady take fucking heat,0
3462,come sexy isabel colman,1
4391,somehow turn even well expect,0
5061,want feel like belong form tribe sit social psychologist harvard professor lifelong deadhead amyjccuddy talk value find tribe listen anywhere listen podcasts,0
6031,wow honor wait chesscom,0
4423,lot post clout chase light response etika pass please forget people grieve differently feeling valid give life space mourn condolence family friends community touch,0
7213,keep improve life enhance status improve standing,0
3225,feeling doom,1
7740,look like trained run bull nothing,0
5490,try please everyone end please one least,0
8204,heard grim reaper antidepressant,0
2508,annnd relapse,1
5919,tonight pm pst take apart babble battle come watch learn french feel free link ad,0
2466,ca sleep thought,1
6514,want establish maintain loving relationship must surrender need control,0
2773,denial anger bargain depression something,1
5644,manager look number result leader look u,0
910,overthinking ruin ruin situation twist thing around make worry make everything much bad,1
3447,judge waste time cause give single fuck,1
5096,friend love u friends love u,0
7785,trump win november blame everything first trump administration,0
1601,laugh word hurt painfully,1
2983,miss home planet idea,1
607,worked take photo twitter jeeeppeeee know take year laugh please lol,1
8073,run bedtime story tell kid improvise read chapter synopsis imdb,0
7021,well stop worry people say,0
4440,psa please grope nurse,0
808,never play feeling others may win game surely lose person lifetime,1
3768,big takeaway elon clubhouse thing interest ask question answer part end grill ceo robinhood,0
2041,idk wrong,1
1785,sadness yet smile face,1
6708,want experience peace must begin posture peace caution prepare stay posture long take,0
2588,first think walk intro school hate everyone,1
1369,walk road bother look leave right anymore,1
7891,take moment ask leave british museum ukinfluencer,0
7485,ted cruz really ted cruz senator,0
6212,someone tell plan daily vitamin believe would lie,0
2538,people always say oh scarred life know actually like scarred life take walk shoe,1
402,thing wrong rely someone happiness love people love never ask help,1
4723,last drink austin cheer amaze four year new adventure california,0
6101,go play thousand free pc game viewer coregames platform make easy play share create brand new game come play awesome game go live right download core free,0
6869,encourage every father daughter watch episode cautionary tale happen little girl daddy love daddy woman first love set standard expect accepts men fixmylife,0
6441,new improve audio content update available mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife fearnot,0
2704,like hate get enough,1
4167,woah,0
2434,deserve,1
5918,talk gamble make wan na gamble,0
2724,regret inform awake,1
2401,ca remember last time genuinely happy,1
24,sleep hard ca stop thinking,1
4808,mfw wait class end go home shower stream guy,0
4806,hour hour hospital shift night shift run late fulltime esports yet tt ff,0
6097,sanderson sister drink fire fireballpartner fireballfriday,0
3487,boot wear make like inch taller already livin,1
7162,truth must tell way heard truth must come place compassion concern,0
3558,another fake account scammer shaanvpi please report impersonator give money twitter way determine real account,0
541,fall wrong person know say right thing,1
1089,secretly fall apart,1
3893,insane bad shopify apps,0
6607,feel bad life something love make sure thing love good,0
2005,wave rush cave wan na fuck breathe,1
8086,order popeye chicken sandwich ebay,0
5093,trust build tell truth tell people want hear,0
1564,wish exist bet,1
7007,say teach believe trust neither anyone else,0
1776,time like,1
7657,person tell ruth bader ginsburg pass away daughter neve terribly sad also fill gratitude daughter could see first hand much intelligent brave woman change world,0
7468,come royal family always root woman marry ginger,0
3967,year ago year old kid send resume turn one best hire ever make johnnydallas,0
3580,bitcoin experience,0
4613,ready tsa freak search bag,0
6462,responsibility give sense vision clarity purpose assist learn master life lesson,0
2717,always nice spend even hell,1
1518,sadder happier smile,1
3545,met noahkagan first time pod together office austin think one gem,0
4130,stan,0
5930,great time tonight,0
5908,like every qttwtselfieday post,0
29,depression always sadness also emptiness anger tiredness loneliness sometimes cry help visible,1
8100,realdonaldtrump greenland find statue wonder obsess country conangreenland,0
594,sometimes find sad song bring comfort memory make cry happiest one ever,1
6587,honor criticize judge deny feel,0
6767,brother men father join drsteveperry know dumb question every thursday even real talk real stuff men men men stream live facebook instagram twitter thursday pm fixmylife,0
400,pain change people make trust less overthink shut people,1
5040,change world take everything one person know know together let work together,0
2152,idk im still alive,1
161,broken probably cry sleep almost every night although tell shes fine okay,1
5710,become leader accept title rank become leader accept responsibility well others,0
1222,nothing ever good enough huh even,1
7573,parent pardon,0
4693,morning memorial day still feel like monday,0
3303,hi preorder new book thanks,1
2708,well except everything wan na talk denial,1
3482,love try make someone feel well tell fuck get mad ignore them,1
2694,gear big relaunch psyche,1
7774,roryscovel one favorite comic hilarious new show robbie worth check nap,0
7336,los angeles official new logo slogan la cocaine,0
129,one minute everything okay next idea go,1
4677,spend four year life piece paper name spell wrong,0
886,amazing talent push people away one day go realise good,1
5952,hey babbsity notice speed run mario race think would fun wholesome time,0
2349,maybe wear day maybe walk home school,1
3,make understand make anyone understand happen inside even explain,1
3369,barely exist fine,1
4120,confession typically hate guest podcast prefer high velocity shoot shit thesamparr today exception sophiaamoruso podcast cking awesome love,0
7274,one tell u good u work,0
2086,idk bother reach feel suicidal people always say nobody answer wan na die,1
2380,course give,1
3052,good like know happen,1
1186,new year anxiety still,1
3478,look today oh,1
3304,book good,1
1088,hurt deserve,1
6988,know believe great dream possible,0
6389,new updated awakening app free download upgrade vip subscription awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples liveyourbestlife awakening,0
3902,remember year ago rrhoover call mindie great productidea fast forward tiktok take concept blew worldwide one best product caller,0
4978,common understanding exchange preferential treatment leader first line defense world business however social contract breach leader sacrifice people preserve benefit privilege,0
4377,today get hold freshly dismember leg work happy almost october,0
7933,week new year still write void check,0
1070,worth anyone time,1
2239,tire tired sad tire tired,1
4815,smile imtlol take game versus clgaming imtwin,0
1951,overwhelmed,1
4789,middle seat empty lucker dog get seat flight california,0
2147,bad day,1
745,get repissed old situation whenever start thinking,1
1028,feel like wanted feeling like worthless even though alive feeling dead,1
3569,someone make curb enthusiasm silicon valley tech backdrop problem larry david,0
5558,selfish easy share take courage,0
5403,innovation bear dream innovation bear struggle,0
1266,be toxic thought,1
6369,encounter angry unkind action today take deep breath reach deep within greet lack love love,0
958,quiet mean mad sometimes mood talk,1
6953,never miss meant even come roundabout way,0
